text_a,text_b,labels
"Each time we ' ve been , the front of house staff ( not the waiters - they ' re fantastic - but the people who greet and seat you ) has been so hideous to us that were it not for the exceptional fish dishes I would never return .",fish,1
"Each time we ' ve been , the front of house staff ( not the waiters - they ' re fantastic - but the people who greet and seat you ) has been so hideous to us that were it not for the exceptional fish dishes I would never return .",dishes,1
"Each time we ' ve been , the front of house staff ( not the waiters - they ' re fantastic - but the people who greet and seat you ) has been so hideous to us that were it not for the exceptional fish dishes I would never return .",staff,1
"Each time we ' ve been , the front of house staff ( not the waiters - they ' re fantastic - but the people who greet and seat you ) has been so hideous to us that were it not for the exceptional fish dishes I would never return .",people,0
"Each time we ' ve been , the front of house staff ( not the waiters - they ' re fantastic - but the people who greet and seat you ) has been so hideous to us that were it not for the exceptional fish dishes I would never return .",front,1
"Each time we ' ve been , the front of house staff ( not the waiters - they ' re fantastic - but the people who greet and seat you ) has been so hideous to us that were it not for the exceptional fish dishes I would never return .",waiters,1
"Each time we ' ve been , the front of house staff ( not the waiters - they ' re fantastic - but the people who greet and seat you ) has been so hideous to us that were it not for the exceptional fish dishes I would never return .",time,0
"As BFC doesn ' t take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated , which can be over an hour later !",t,1
"As BFC doesn ' t take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated , which can be over an hour later !",bar,0
"As BFC doesn ' t take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated , which can be over an hour later !",doesn,0
"As BFC doesn ' t take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated , which can be over an hour later !",house,1
"As BFC doesn ' t take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated , which can be over an hour later !",hour,0
"As BFC doesn ' t take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated , which can be over an hour later !",reservations,0
"As BFC doesn ' t take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated , which can be over an hour later !",staff,1
"As BFC doesn ' t take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated , which can be over an hour later !",BFC,1
"As BFC doesn ' t take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated , which can be over an hour later !",front,1
The frizzy retro girl ( with winged / Dame Edna glasses ) will yell at you if you try to order a drink .,Dame,0
The frizzy retro girl ( with winged / Dame Edna glasses ) will yell at you if you try to order a drink .,retro,0
The frizzy retro girl ( with winged / Dame Edna glasses ) will yell at you if you try to order a drink .,drink,0
The frizzy retro girl ( with winged / Dame Edna glasses ) will yell at you if you try to order a drink .,Edna,0
The frizzy retro girl ( with winged / Dame Edna glasses ) will yell at you if you try to order a drink .,girl,1
The frizzy retro girl ( with winged / Dame Edna glasses ) will yell at you if you try to order a drink .,glasses,0
"I was almost amused by the fact that she was turning away customers at 9pm on a Friday night because she "" had a BBQ to go to "" that night - WTF ? ?",night,0
"I was almost amused by the fact that she was turning away customers at 9pm on a Friday night because she "" had a BBQ to go to "" that night - WTF ? ?",fact,0
"I was almost amused by the fact that she was turning away customers at 9pm on a Friday night because she "" had a BBQ to go to "" that night - WTF ? ?",pm,0
"I was almost amused by the fact that she was turning away customers at 9pm on a Friday night because she "" had a BBQ to go to "" that night - WTF ? ?",customers,0
"I was almost amused by the fact that she was turning away customers at 9pm on a Friday night because she "" had a BBQ to go to "" that night - WTF ? ?",WTF,0
"I was almost amused by the fact that she was turning away customers at 9pm on a Friday night because she "" had a BBQ to go to "" that night - WTF ? ?",Friday,0
"I was almost amused by the fact that she was turning away customers at 9pm on a Friday night because she "" had a BBQ to go to "" that night - WTF ? ?",BBQ,0
I ' d be horrified if my staff were turning away customers so early and so rudely !,d,0
I ' d be horrified if my staff were turning away customers so early and so rudely !,staff,1
I ' d be horrified if my staff were turning away customers so early and so rudely !,customers,0
"There ' s another girl who I can ' t describe , she is about 5 ' 6 "" with brown hair , who eavesdrops on your conversation and chimes in - except she only hears the last part of what you said , so her uninvited opinions are often out of context and nothing to do with what you ' re * really * talking about .",part,0
"There ' s another girl who I can ' t describe , she is about 5 ' 6 "" with brown hair , who eavesdrops on your conversation and chimes in - except she only hears the last part of what you said , so her uninvited opinions are often out of context and nothing to do with what you ' re * really * talking about .",context,0
